arabic_word,normalized_arabic,phonetic_word,simple_latin
لَهُمْ,لهم,lahum,lhm
عَذَابٌ,عذاب,AAathabun,adhab
شَدِيدٌ,شديد,shadeedun,shdyd
وَٱلَّذِينَ,والذين,waallatheena,waldhyn
ءَامَنُوا,ءامنوا,amanoo,aamnwa
وَعَمِلُوا,وعملوا,waAAamiloo,wamlwa
ٱلصَّٰلِحَٰتِ,الصالحات,alssalihati,alsalhat
لَهُم,لهم,lahum,lhm
مَّغْفِرَةٌ,مغفره,maghfiratun,mghfrh
وَأَجْرٌ,واجر,waajrun,wajr
كَبِيرٌ,كبير,kabeerun,kbyr
أَفَمَن,افمن,Afaman,afmn
زُيِّنَ,زين,zuyyina,zyn
لَهُ,له,lahu,lh
سُوٓءُ,سوء,sooo,swa
عَمَلِهِ,عمله,AAamalihi,amlh
فَرَءَاهُ,فرءاه,faraahu,fraah
حَسَنًا,حسنا,hasanan,hsna
فَإِنَّ,فان,fainna,fan
ٱللَّهَ,الله,Allaha,allh
يُضِلُّ,يضل,yudillu,ydl
مَن,من,man,mn
يَشَآءُ,يشاء,yashao,yshaa
وَيَهْدِى,ويهدي,wayahdee,wyhdy
مَن,من,man,mn
يَشَآءُ,يشاء,yashao,yshaa
فَلَا,فلا,fala,fla
تَذْهَبْ,تذهب,tathhab,tdhhb
نَفْسُكَ,نفسك,nafsuka,nfsk
عَلَيْهِمْ,عليهم,AAalayhim,alyhm
حَسَرَٰتٍ,حسرات,hasaratin,hsrat
إِنَّ,ان,inna,an
ٱللَّهَ,الله,Allaha,allh
عَلِيمٌ,عليم,AAaleemun,alym
بِمَا,بما,bima,bma
يَصْنَعُونَ,يصنعون,yasnaAAoona,ysnawn
وَٱللَّهُ,والله,WaAllahu,wallh
ٱلَّذِىٓ,الذي,allathee,aldhy
أَرْسَلَ,ارسل,arsala,arsl
ٱلرِّيَٰحَ,الرياح,alrriyaha,alryah
فَتُثِيرُ,فتثير,fatutheeru,ftthyr
سَحَابًا,سحابا,sahaban,shaba
فَسُقْنَٰهُ,فسقناه,fasuqnahu,fsqnah
إِلَىٰ,اليا,ila,alya
بَلَدٍ,بلد,baladin,bld
مَّيِّتٍ,ميت,mayyitin,myt
فَأَحْيَيْنَا,فاحيينا,faahyayna,fahyyna
بِهِ,به,bihi,bh
ٱلْأَرْضَ,الارض,alarda,alard
بَعْدَ,بعد,baAAda,bad
مَوْتِهَا,موتها,mawtiha,mwtha
كَذَٰلِكَ,كذالك,kathalika,kdhalk
ٱلنُّشُورُ,النشور,alnnushooru,alnshwr
مَن,من,Man,mn
كَانَ,كان,kana,kan
يُرِيدُ,يريد,yureedu,yryd
ٱلْعِزَّةَ,العزه,alAAizzata,alazh
فَلِلَّهِ,فلله,falillahi,fllh
ٱلْعِزَّةُ,العزه,alAAizzatu,alazh
جَمِيعًا,جميعا,jameeAAan,jmyaa
إِلَيْهِ,اليه,ilayhi,alyh
يَصْعَدُ,يصعد,yasAAadu,ysad
ٱلْكَلِمُ,الكلم,alkalimu,alklm
ٱلطَّيِّبُ,الطيب,alttayyibu,altyb
وَٱلْعَمَلُ,والعمل,waalAAamalu,walaml
ٱلصَّٰلِحُ,الصالح,alssalihu,alsalh
يَرْفَعُهُ,يرفعه,yarfaAAuhu,yrfah
وَٱلَّذِينَ,والذين,waallatheena,waldhyn
يَمْكُرُونَ,يمكرون,yamkuroona,ymkrwn
ٱلسَّيِّـَٔاتِ,السيات,alssayyiati,alsyat
لَهُمْ,لهم,lahum,lhm
عَذَابٌ,عذاب,AAathabun,adhab
شَدِيدٌ,شديد,shadeedun,shdyd
وَمَكْرُ,ومكر,wamakru,wmkr
أُولَٰٓئِكَ,اولايك,olaika,awlayk
هُوَ,هو,huwa,hw
يَبُورُ,يبور,yabooru,ybwr
وَٱللَّهُ,والله,WaAllahu,wallh
خَلَقَكُم,خلقكم,khalaqakum,khlqkm
مِّن,من,min,mn
تُرَابٍ,تراب,turabin,trab
ثُمَّ,ثم,thumma,thm
مِن,من,min,mn
نُّطْفَةٍ,نطفه,nutfatin,ntfh
ثُمَّ,ثم,thumma,thm
جَعَلَكُمْ,جعلكم,jaAAalakum,jalkm
أَزْوَٰجًا,ازواجا,azwajan,azwaja
وَمَا,وما,wama,wma
تَحْمِلُ,تحمل,tahmilu,thml
مِنْ,من,min,mn
أُنثَىٰ,انثيا,ontha,anthya
وَلَا,ولا,wala,wla
تَضَعُ,تضع,tadaAAu,tda
إِلَّا,الا,illa,ala
بِعِلْمِهِ,بعلمه,biAAilmihi,balmh
وَمَا,وما,wama,wma
يُعَمَّرُ,يعمر,yuAAammaru,yamr
مِن,من,min,mn
مُّعَمَّرٍ,معمر,muAAammarin,mamr
وَلَا,ولا,wala,wla
يُنقَصُ,ينقص,yunqasu,ynqs
مِنْ,من,min,mn
عُمُرِهِٓ,عمره,AAumurihi,amrh
إِلَّا,الا,illa,ala
فِى,في,fee,fy
كِتَٰبٍ,كتاب,kitabin,ktab
إِنَّ,ان,inna,an
ذَٰلِكَ,ذالك,thalika,dhalk
عَلَى,علي,AAala,aly
ٱللَّهِ,الله,Allahi,allh
يَسِيرٌ,يسير,yaseerun,ysyr
وَمَا,وما,Wama,wma
يَسْتَوِى,يستوي,yastawee,ystwy
ٱلْبَحْرَانِ,البحران,albahrani,albhran
هَٰذَا,هاذا,hatha,hadha
عَذْبٌ,عذب,AAathbun,adhb
فُرَاتٌ,فرات,furatun,frat
سَآئِغٌ,سايغ,saighun,saygh
شَرَابُهُ,شرابه,sharabuhu,shrabh
وَهَٰذَا,وهاذا,wahatha,whadha
مِلْحٌ,ملح,milhun,mlh
أُجَاجٌ,اجاج,ojajun,ajaj
وَمِن,ومن,wamin,wmn
كُلٍّ,كل,kullin,kl
تَأْكُلُونَ,تاكلون,takuloona,taklwn
لَحْمًا,لحما,lahman,lhma
طَرِيًّا,طريا,tariyyan,trya
وَتَسْتَخْرِجُونَ,وتستخرجون,watastakhrijoona,wtstkhrjwn
حِلْيَةً,حليه,hilyatan,hlyh
تَلْبَسُونَهَا,تلبسونها,talbasoonaha,tlbswnha
وَتَرَى,وتري,watara,wtry
ٱلْفُلْكَ,الفلك,alfulka,alflk
فِيهِ,فيه,feehi,fyh
مَوَاخِرَ,مواخر,mawakhira,mwakhr
لِتَبْتَغُوا,لتبتغوا,litabtaghoo,ltbtghwa
مِن,من,min,mn
فَضْلِهِ,فضله,fadlihi,fdlh
وَلَعَلَّكُمْ,ولعلكم,walaAAallakum,wlalkm
تَشْكُرُونَ,تشكرون,tashkuroona,tshkrwn
يُولِجُ,يولج,Yooliju,ywlj
ٱلَّيْلَ,اليل,allayla,alyl
فِى,في,fee,fy
ٱلنَّهَارِ,النهار,alnnahari,alnhar
وَيُولِجُ,ويولج,wayooliju,wywlj
ٱلنَّهَارَ,النهار,alnnahara,alnhar
فِى,في,fee,fy
ٱلَّيْلِ,اليل,allayli,alyl
وَسَخَّرَ,وسخر,wasakhkhara,wskhr
ٱلشَّمْسَ,الشمس,alshshamsa,alshms
وَٱلْقَمَرَ,والقمر,waalqamara,walqmr
كُلٌّ,كل,kullun,kl
يَجْرِى,يجري,yajree,yjry
لِأَجَلٍ,لاجل,liajalin,lajl
مُّسَمًّى,مسمي,musamman,msmy
ذَٰلِكُمُ,ذالكم,thalikumu,dhalkm
ٱللَّهُ,الله,Allahu,allh
رَبُّكُمْ,ربكم,rabbukum,rbkm
لَهُ,له,lahu,lh
ٱلْمُلْكُ,الملك,almulku,almlk
وَٱلَّذِينَ,والذين,waallatheena,waldhyn
تَدْعُونَ,تدعون,tadAAoona,tdawn
مِن,من,min,mn
دُونِهِ,دونه,doonihi,dwnh
مَا,ما,ma,ma
يَمْلِكُونَ,يملكون,yamlikoona,ymlkwn
مِن,من,min,mn
قِطْمِيرٍ,قطمير,qitmeerin,qtmyr
إِن,ان,In,an
تَدْعُوهُمْ,تدعوهم,tadAAoohum,tdawhm
لَا,لا,la,la
يَسْمَعُوا,يسمعوا,yasmaAAoo,ysmawa
دُعَآءَكُمْ,دعاءكم,duAAaakum,daaakm
وَلَوْ,ولو,walaw,wlw
سَمِعُوا,سمعوا,samiAAoo,smawa
مَا,ما,ma,ma
ٱسْتَجَابُوا,استجابوا,istajaboo,astjabwa
لَكُمْ,لكم,lakum,lkm
وَيَوْمَ,ويوم,wayawma,wywm
ٱلْقِيَٰمَةِ,القيامه,alqiyamati,alqyamh
يَكْفُرُونَ,يكفرون,yakfuroona,ykfrwn
بِشِرْكِكُمْ,بشرككم,bishirkikum,bshrkkm
وَلَا,ولا,wala,wla
يُنَبِّئُكَ,ينبيك,yunabbioka,ynbyk
مِثْلُ,مثل,mithlu,mthl
خَبِيرٍ,خبير,khabeerin,khbyr
إِن,ان,In,an
يَشَأْ,يشا,yasha,ysha
يُذْهِبْكُمْ,يذهبكم,yuthhibkum,ydhhbkm
وَيَأْتِ,ويات,wayati,wyat
بِخَلْقٍ,بخلق,bikhalqin,bkhlq
جَدِيدٍ,جديد,jadeedin,jdyd
وَمَا,وما,Wama,wma
ذَٰلِكَ,ذالك,thalika,dhalk
عَلَى,علي,AAala,aly
ٱللَّهِ,الله,Allahi,allh
بِعَزِيزٍ,بعزيز,biAAazeezin,bazyz
وَلَا,ولا,Wala,wla
تَزِرُ,تزر,taziru,tzr
وَازِرَةٌ,وازره,waziratun,wazrh
وِزْرَ,وزر,wizra,wzr
أُخْرَىٰ,اخريا,okhra,akhrya
وَإِن,وان,wain,wan
تَدْعُ,تدع,tadAAu,tda
مُثْقَلَةٌ,مثقله,muthqalatun,mthqlh
إِلَىٰ,اليا,ila,alya
حِمْلِهَا,حملها,himliha,hmlha
لَا,لا,la,la
يُحْمَلْ,يحمل,yuhmal,yhml
مِنْهُ,منه,minhu,mnh
شَىْءٌ,شيء,shayon,shya
وَلَوْ,ولو,walaw,wlw
كَانَ,كان,kana,kan
ذَا,ذا,tha,dha
قُرْبَىٰٓ,قربيا,qurba,qrbya
إِنَّمَا,انما,innama,anma
تُنذِرُ,تنذر,tunthiru,tndhr
ٱلَّذِينَ,الذين,allatheena,aldhyn
يَخْشَوْنَ,يخشون,yakhshawna,ykhshwn
رَبَّهُم,ربهم,rabbahum,rbhm
بِٱلْغَيْبِ,بالغيب,bialghaybi,balghyb
وَأَقَامُوا,واقاموا,waaqamoo,waqamwa
ٱلصَّلَوٰةَ,الصلواه,alssalata,alslwah
وَمَن,ومن,waman,wmn
تَزَكَّىٰ,تزكيا,tazakka,tzkya
فَإِنَّمَا,فانما,fainnama,fanma
يَتَزَكَّىٰ,يتزكيا,yatazakka,ytzkya
لِنَفْسِهِ,لنفسه,linafsihi,lnfsh
وَإِلَى,والي,waila,waly
ٱللَّهِ,الله,Allahi,allh
ٱلْمَصِيرُ,المصير,almaseeru,almsyr
وَمَا,وما,Wama,wma
يَسْتَوِى,يستوي,yastawee,ystwy
ٱلْأَعْمَىٰ,الاعميا,alaAAma,alaamya
وَٱلْبَصِيرُ,والبصير,waalbaseeru,walbsyr
وَلَا,ولا,Wala,wla
ٱلظُّلُمَٰتُ,الظلمات,alththulumatu,alzlmat
وَلَا,ولا,wala,wla
ٱلنُّورُ,النور,alnnooru,alnwr
وَلَا,ولا,Wala,wla
ٱلظِّلُّ,الظل,alththillu,alzl
وَلَا,ولا,wala,wla
ٱلْحَرُورُ,الحرور,alharooru,alhrwr
وَمَا,وما,Wama,wma
يَسْتَوِى,يستوي,yastawee,ystwy
ٱلْأَحْيَآءُ,الاحياء,alahyao,alahyaa
وَلَا,ولا,wala,wla
ٱلْأَمْوَٰتُ,الاموات,alamwatu,alamwat
إِنَّ,ان,inna,an
ٱللَّهَ,الله,Allaha,allh
يُسْمِعُ,يسمع,yusmiAAu,ysma
مَن,من,man,mn
يَشَآءُ,يشاء,yashao,yshaa
وَمَآ,وما,wama,wma
أَنتَ,انت,anta,ant
بِمُسْمِعٍ,بمسمع,bimusmiAAin,bmsma
مَّن,من,man,mn
فِى,في,fee,fy
ٱلْقُبُورِ,القبور,alquboori,alqbwr
إِنْ,ان,In,an
أَنتَ,انت,anta,ant
إِلَّا,الا,illa,ala
نَذِيرٌ,نذير,natheerun,ndhyr
إِنَّآ,انا,Inna,ana
أَرْسَلْنَٰكَ,ارسلناك,arsalnaka,arslnak
بِٱلْحَقِّ,بالحق,bialhaqqi,balhq
بَشِيرًا,بشيرا,basheeran,bshyra
وَنَذِيرًا,ونذيرا,wanatheeran,wndhyra
وَإِن,وان,wain,wan
مِّنْ,من,min,mn
أُمَّةٍ,امه,ommatin,amh
إِلَّا,الا,illa,ala
خَلَا,خلا,khala,khla
فِيهَا,فيها,feeha,fyha
نَذِيرٌ,نذير,natheerun,ndhyr
وَإِن,وان,Wain,wan
يُكَذِّبُوكَ,يكذبوك,yukaththibooka,ykdhbwk
فَقَدْ,فقد,faqad,fqd
كَذَّبَ,كذب,kaththaba,kdhb
ٱلَّذِينَ,الذين,allatheena,aldhyn
مِن,من,min,mn
قَبْلِهِمْ,قبلهم,qablihim,qblhm
جَآءَتْهُمْ,جاءتهم,jaathum,jaathm
رُسُلُهُم,رسلهم,rusuluhum,rslhm
بِٱلْبَيِّنَٰتِ,بالبينات,bialbayyinati,balbynat
وَبِٱلزُّبُرِ,وبالزبر,wabialzzuburi,wbalzbr
وَبِٱلْكِتَٰبِ,وبالكتاب,wabialkitabi,wbalktab
ٱلْمُنِيرِ,المنير,almuneeri,almnyr
ثُمَّ,ثم,Thumma,thm
أَخَذْتُ,اخذت,akhathtu,akhdht
ٱلَّذِينَ,الذين,allatheena,aldhyn
كَفَرُوا,كفروا,kafaroo,kfrwa
فَكَيْفَ,فكيف,fakayfa,fkyf
كَانَ,كان,kana,kan
نَكِيرِ,نكير,nakeeri,nkyr
أَلَمْ,الم,Alam,alm
تَرَ,تر,tara,tr
أَنَّ,ان,anna,an
ٱللَّهَ,الله,Allaha,allh
أَنزَلَ,انزل,anzala,anzl
مِنَ,من,mina,mn
ٱلسَّمَآءِ,السماء,alssamai,alsmaa
مَآءً,ماء,maan,maa
فَأَخْرَجْنَا,فاخرجنا,faakhrajna,fakhrjna
بِهِ,به,bihi,bh
ثَمَرَٰتٍ,ثمرات,thamaratin,thmrat
مُّخْتَلِفًا,مختلفا,mukhtalifan,mkhtlfa
أَلْوَٰنُهَا,الوانها,alwanuha,alwanha
وَمِنَ,ومن,wamina,wmn
ٱلْجِبَالِ,الجبال,aljibali,aljbal
جُدَدٌ,جدد,judadun,jdd
بِيضٌ,بيض,beedun,byd
وَحُمْرٌ,وحمر,wahumrun,whmr
مُّخْتَلِفٌ,مختلف,mukhtalifun,mkhtlf
أَلْوَٰنُهَا,الوانها,alwanuha,alwanha
وَغَرَابِيبُ,وغرابيب,wagharabeebu,wghrabyb
سُودٌ,سود,soodun,swd
وَمِنَ,ومن,Wamina,wmn
ٱلنَّاسِ,الناس,alnnasi,alnas
وَٱلدَّوَآبِّ,والدواب,waalddawabbi,waldwab
وَٱلْأَنْعَٰمِ,والانعام,waalanAAami,walanaam
مُخْتَلِفٌ,مختلف,mukhtalifun,mkhtlf
أَلْوَٰنُهُ,الوانه,alwanuhu,alwanh
كَذَٰلِكَ,كذالك,kathalika,kdhalk
إِنَّمَا,انما,innama,anma
يَخْشَى,يخشي,yakhsha,ykhshy
ٱللَّهَ,الله,Allaha,allh
مِنْ,من,min,mn
عِبَادِهِ,عباده,AAibadihi,abadh
ٱلْعُلَمَٰٓؤُا,العلماوا,alAAulamao,alalmawa
إِنَّ,ان,inna,an
ٱللَّهَ,الله,Allaha,allh
عَزِيزٌ,عزيز,AAazeezun,azyz
غَفُورٌ,غفور,ghafoorun,ghfwr
إِنَّ,ان,Inna,an
ٱلَّذِينَ,الذين,allatheena,aldhyn
يَتْلُونَ,يتلون,yatloona,ytlwn
كِتَٰبَ,كتاب,kitaba,ktab
ٱللَّهِ,الله,Allahi,allh
وَأَقَامُوا,واقاموا,waaqamoo,waqamwa
ٱلصَّلَوٰةَ,الصلواه,alssalata,alslwah
وَأَنفَقُوا,وانفقوا,waanfaqoo,wanfqwa
مِمَّا,مما,mimma,mma
رَزَقْنَٰهُمْ,رزقناهم,razaqnahum,rzqnahm
سِرًّا,سرا,sirran,sra
وَعَلَانِيَةً,وعلانيه,waAAalaniyatan,walanyh
يَرْجُونَ,يرجون,yarjoona,yrjwn
تِجَٰرَةً,تجاره,tijaratan,tjarh
لَّن,لن,lan,ln
تَبُورَ,تبور,taboora,tbwr
لِيُوَفِّيَهُمْ,ليوفيهم,Liyuwaffiyahum,lywfyhm
أُجُورَهُمْ,اجورهم,ojoorahum,ajwrhm
وَيَزِيدَهُم,ويزيدهم,wayazeedahum,wyzydhm
مِّن,من,min,mn
فَضْلِهِٓ,فضله,fadlihi,fdlh
إِنَّهُ,انه,innahu,anh
غَفُورٌ,غفور,ghafoorun,ghfwr
شَكُورٌ,شكور,shakoorun,shkwr
وَٱلَّذِىٓ,والذي,Waallathee,waldhy
أَوْحَيْنَآ,اوحينا,awhayna,awhyna
إِلَيْكَ,اليك,ilayka,alyk
مِنَ,من,mina,mn
ٱلْكِتَٰبِ,الكتاب,alkitabi,alktab
هُوَ,هو,huwa,hw
ٱلْحَقُّ,الحق,alhaqqu,alhq
مُصَدِّقًا,مصدقا,musaddiqan,msdqa
لِّمَا,لما,lima,lma
بَيْنَ,بين,bayna,byn
يَدَيْهِ,يديه,yadayhi,ydyh
إِنَّ,ان,inna,an
ٱللَّهَ,الله,Allaha,allh
بِعِبَادِهِ,بعباده,biAAibadihi,babadh
لَخَبِيرٌ,لخبير,lakhabeerun,lkhbyr
بَصِيرٌ,بصير,baseerun,bsyr
ثُمَّ,ثم,Thumma,thm
أَوْرَثْنَا,اورثنا,awrathna,awrthna
ٱلْكِتَٰبَ,الكتاب,alkitaba,alktab
ٱلَّذِينَ,الذين,allatheena,aldhyn
ٱصْطَفَيْنَا,اصطفينا,istafayna,astfyna
مِنْ,من,min,mn
عِبَادِنَا,عبادنا,AAibadina,abadna
فَمِنْهُمْ,فمنهم,faminhum,fmnhm
ظَالِمٌ,ظالم,thalimun,zalm
لِّنَفْسِهِ,لنفسه,linafsihi,lnfsh
وَمِنْهُم,ومنهم,waminhum,wmnhm
مُّقْتَصِدٌ,مقتصد,muqtasidun,mqtsd
وَمِنْهُمْ,ومنهم,waminhum,wmnhm
سَابِقٌ,سابق,sabiqun,sabq
بِٱلْخَيْرَٰتِ,بالخيرات,bialkhayrati,balkhyrat
بِإِذْنِ,باذن,biithni,badhn
ٱللَّهِ,الله,Allahi,allh
ذَٰلِكَ,ذالك,thalika,dhalk
هُوَ,هو,huwa,hw
ٱلْفَضْلُ,الفضل,alfadlu,alfdl
ٱلْكَبِيرُ,الكبير,alkabeeru,alkbyr
جَنَّٰتُ,جنات,Jannatu,jnat
عَدْنٍ,عدن,AAadnin,adn
يَدْخُلُونَهَا,يدخلونها,yadkhuloonaha,ydkhlwnha
يُحَلَّوْنَ,يحلون,yuhallawna,yhlwn
فِيهَا,فيها,feeha,fyha
مِنْ,من,min,mn
أَسَاوِرَ,اساور,asawira,asawr
مِن,من,min,mn
ذَهَبٍ,ذهب,thahabin,dhhb
وَلُؤْلُؤًا,ولولوا,waluluan,wlwlwa
وَلِبَاسُهُمْ,ولباسهم,walibasuhum,wlbashm
فِيهَا,فيها,feeha,fyha
حَرِيرٌ,حرير,hareerun,hryr
وَقَالُوا,وقالوا,Waqaloo,wqalwa
ٱلْحَمْدُ,الحمد,alhamdu,alhmd
لِلَّهِ,لله,lillahi,llh
ٱلَّذِىٓ,الذي,allathee,aldhy
أَذْهَبَ,اذهب,athhaba,adhhb
عَنَّا,عنا,AAanna,ana
ٱلْحَزَنَ,الحزن,alhazana,alhzn
إِنَّ,ان,inna,an
رَبَّنَا,ربنا,rabbana,rbna
لَغَفُورٌ,لغفور,laghafoorun,lghfwr
شَكُورٌ,شكور,shakoorun,shkwr
ٱلَّذِىٓ,الذي,Allathee,aldhy
أَحَلَّنَا,احلنا,ahallana,ahlna
دَارَ,دار,dara,dar
ٱلْمُقَامَةِ,المقامه,almuqamati,almqamh
مِن,من,min,mn
فَضْلِهِ,فضله,fadlihi,fdlh
لَا,لا,la,la
يَمَسُّنَا,يمسنا,yamassuna,ymsna
فِيهَا,فيها,feeha,fyha
نَصَبٌ,نصب,nasabun,nsb
وَلَا,ولا,wala,wla
يَمَسُّنَا,يمسنا,yamassuna,ymsna
فِيهَا,فيها,feeha,fyha
لُغُوبٌ,لغوب,lughoobun,lghwb
وَٱلَّذِينَ,والذين,Waallatheena,waldhyn
كَفَرُوا,كفروا,kafaroo,kfrwa
لَهُمْ,لهم,lahum,lhm
نَارُ,نار,naru,nar
جَهَنَّمَ,جهنم,jahannama,jhnm
لَا,لا,la,la
يُقْضَىٰ,يقضيا,yuqda,yqdya
عَلَيْهِمْ,عليهم,AAalayhim,alyhm
فَيَمُوتُوا,فيموتوا,fayamootoo,fymwtwa
وَلَا,ولا,wala,wla
يُخَفَّفُ,يخفف,yukhaffafu,ykhff
عَنْهُم,عنهم,AAanhum,anhm
مِّنْ,من,min,mn
عَذَابِهَا,عذابها,AAathabiha,adhabha
كَذَٰلِكَ,كذالك,kathalika,kdhalk
نَجْزِى,نجزي,najzee,njzy
كُلَّ,كل,kulla,kl
كَفُورٍ,كفور,kafoorin,kfwr
إِنَّ,ان,Inna,an
ٱللَّهَ,الله,Allaha,allh
عَٰلِمُ,عالم,AAalimu,aalm
غَيْبِ,غيب,ghaybi,ghyb
ٱلسَّمَٰوَٰتِ,السماوات,alssamawati,alsmawat
وَٱلْأَرْضِ,والارض,waalardi,walard
إِنَّهُ,انه,innahu,anh
عَلِيمٌ,عليم,AAaleemun,alym
بِذَاتِ,بذات,bithati,bdhat
ٱلصُّدُورِ,الصدور,alssudoori,alsdwr
هُوَ,هو,Huwa,hw
ٱلَّذِى,الذي,allathee,aldhy
جَعَلَكُمْ,جعلكم,jaAAalakum,jalkm
خَلَٰٓئِفَ,خلايف,khalaifa,khlayf
فِى,في,fee,fy
ٱلْأَرْضِ,الارض,alardi,alard
فَمَن,فمن,faman,fmn
كَفَرَ,كفر,kafara,kfr
فَعَلَيْهِ,فعليه,faAAalayhi,falyh
كُفْرُهُ,كفره,kufruhu,kfrh
وَلَا,ولا,wala,wla
يَزِيدُ,يزيد,yazeedu,yzyd
ٱلْكَٰفِرِينَ,الكافرين,alkafireena,alkafryn
كُفْرُهُمْ,كفرهم,kufruhum,kfrhm
عِندَ,عند,AAinda,and
رَبِّهِمْ,ربهم,rabbihim,rbhm
إِلَّا,الا,illa,ala
مَقْتًا,مقتا,maqtan,mqta
وَلَا,ولا,wala,wla
يَزِيدُ,يزيد,yazeedu,yzyd
ٱلْكَٰفِرِينَ,الكافرين,alkafireena,alkafryn
كُفْرُهُمْ,كفرهم,kufruhum,kfrhm
إِلَّا,الا,illa,ala
خَسَارًا,خسارا,khasaran,khsara
قُلْ,قل,Qul,ql
أَرَءَيْتُمْ,ارءيتم,araaytum,araytm
شُرَكَآءَكُمُ,شركاءكم,shurakaakumu,shrkaakm
ٱلَّذِينَ,الذين,allatheena,aldhyn
تَدْعُونَ,تدعون,tadAAoona,tdawn
مِن,من,min,mn
دُونِ,دون,dooni,dwn
ٱللَّهِ,الله,Allahi,allh
أَرُونِى,اروني,aroonee,arwny
مَاذَا,ماذا,matha,madha
خَلَقُوا,خلقوا,khalaqoo,khlqwa
مِنَ,من,mina,mn
ٱلْأَرْضِ,الارض,alardi,alard
أَمْ,ام,am,am
لَهُمْ,لهم,lahum,lhm
شِرْكٌ,شرك,shirkun,shrk
فِى,في,fee,fy
ٱلسَّمَٰوَٰتِ,السماوات,alssamawati,alsmawat
أَمْ,ام,am,am
ءَاتَيْنَٰهُمْ,ءاتيناهم,ataynahum,aatynahm
كِتَٰبًا,كتابا,kitaban,ktaba
فَهُمْ,فهم,fahum,fhm
عَلَىٰ,عليا,AAala,alya
بَيِّنَتٍ,بينت,bayyinatin,bynt
مِّنْهُ,منه,minhu,mnh
بَلْ,بل,bal,bl
إِن,ان,in,an
يَعِدُ,يعد,yaAAidu,yad
ٱلظَّٰلِمُونَ,الظالمون,alththalimoona,alzalmwn
بَعْضُهُم,بعضهم,baAAduhum,badhm
بَعْضًا,بعضا,baAAdan,bada
إِلَّا,الا,illa,ala
غُرُورًا,غرورا,ghurooran,ghrwra
إِنَّ,ان,Inna,an
ٱللَّهَ,الله,Allaha,allh
يُمْسِكُ,يمسك,yumsiku,ymsk
ٱلسَّمَٰوَٰتِ,السماوات,alssamawati,alsmawat
وَٱلْأَرْضَ,والارض,waalarda,walard
أَن,ان,an,an
تَزُولَا,تزولا,tazoola,tzwla
وَلَئِن,ولين,walain,wlyn
زَالَتَآ,زالتا,zalata,zalta
إِنْ,ان,in,an
أَمْسَكَهُمَا,امسكهما,amsakahuma,amskhma
مِنْ,من,min,mn
أَحَدٍ,احد,ahadin,ahd
مِّن,من,min,mn
بَعْدِهِٓ,بعده,baAAdihi,badh
إِنَّهُ,انه,innahu,anh
كَانَ,كان,kana,kan
حَلِيمًا,حليما,haleeman,hlyma
غَفُورًا,غفورا,ghafooran,ghfwra
وَأَقْسَمُوا,واقسموا,Waaqsamoo,waqsmwa
بِٱللَّهِ,بالله,biAllahi,ballh
جَهْدَ,جهد,jahda,jhd
أَيْمَٰنِهِمْ,ايمانهم,aymanihim,aymanhm
لَئِن,لين,lain,lyn
جَآءَهُمْ,جاءهم,jaahum,jaahm
نَذِيرٌ,نذير,natheerun,ndhyr
لَّيَكُونُنَّ,ليكونن,layakoonunna,lykwnn
أَهْدَىٰ,اهديا,ahda,ahdya
مِنْ,من,min,mn
إِحْدَى,احدي,ihda,ahdy
ٱلْأُمَمِ,الامم,alomami,alamm
فَلَمَّا,فلما,falamma,flma
جَآءَهُمْ,جاءهم,jaahum,jaahm
نَذِيرٌ,نذير,natheerun,ndhyr
مَّا,ما,ma,ma
زَادَهُمْ,زادهم,zadahum,zadhm
إِلَّا,الا,illa,ala
نُفُورًا,نفورا,nufooran,nfwra
ٱسْتِكْبَارًا,استكبارا,Istikbaran,astkbara
فِى,في,fee,fy
ٱلْأَرْضِ,الارض,alardi,alard
وَمَكْرَ,ومكر,wamakra,wmkr
ٱلسَّيِّئِ,السيي,alssayyii,alsyy
وَلَا,ولا,wala,wla
يَحِيقُ,يحيق,yaheequ,yhyq
ٱلْمَكْرُ,المكر,almakru,almkr
ٱلسَّيِّئُ,السيي,alssayyio,alsyy
إِلَّا,الا,illa,ala
بِأَهْلِهِ,باهله,biahlihi,bahlh
فَهَلْ,فهل,fahal,fhl
يَنظُرُونَ,ينظرون,yanthuroona,ynzrwn
إِلَّا,الا,illa,ala
سُنَّتَ,سنت,sunnata,snt
ٱلْأَوَّلِينَ,الاولين,alawwaleena,alawlyn
فَلَن,فلن,falan,fln
تَجِدَ,تجد,tajida,tjd
لِسُنَّتِ,لسنت,lisunnati,lsnt
ٱللَّهِ,الله,Allahi,allh
تَبْدِيلًا,تبديلا,tabdeelan,tbdyla
وَلَن,ولن,walan,wln
تَجِدَ,تجد,tajida,tjd
لِسُنَّتِ,لسنت,lisunnati,lsnt
ٱللَّهِ,الله,Allahi,allh
تَحْوِيلًا,تحويلا,tahweelan,thwyla
وَلَوْ,ولو,Walaw,wlw
يُؤَاخِذُ,يواخذ,yuakhithu,ywakhdh
ٱللَّهُ,الله,Allahu,allh
ٱلنَّاسَ,الناس,alnnasa,alnas
بِمَا,بما,bima,bma
كَسَبُوا,كسبوا,kasaboo,ksbwa
مَا,ما,ma,ma
تَرَكَ,ترك,taraka,trk
عَلَىٰ,عليا,AAala,alya
ظَهْرِهَا,ظهرها,thahriha,zhrha
مِن,من,min,mn
